6361,1.43506E+12,start,FATBOTSLIM,start,FATBOTSLIM,1000,2100,100
44,1.43506E+12,ourmove,ROCK,,,,,
45,1.43506E+12,ourmove,DYNAMITE,,,,,
46,1.43506E+12,ourmove,SCISSORS,,,,,
47,1.43506E+12,ourmove,PAPER,,,,,
48,1.43506E+12,ourmove,DYNAMITE,,,,,
49,1.43506E+12,ourmove,PAPER,,,,,
50,1.43506E+12,ourmove,DYNAMITE,,,,,
51,1.43506E+12,ourmove,PAPER,,,,,
52,1.43506E+12,ourmove,DYNAMITE,,,,,
53,1.43506E+12,ourmove,PAPER,,,,,
54,1.43506E+12,ourmove,PAPER,,,,,
55,1.43506E+12,ourmove,DYNAMITE,,,,,
56,1.43506E+12,ourmove,ROCK,,,,,
57,1.43506E+12,ourmove,ROCK,,,,,
58,1.43506E+12,ourmove,ROCK,,,,,
59,1.43506E+12,ourmove,SCISSORS,,,,,
60,1.43506E+12,ourmove,DYNAMITE,,,,,
61,1.43506E+12,ourmove,PAPER,,,,,
62,1.43506E+12,ourmove,DYNAMITE,,,,,
63,1.43506E+12,ourmove,ROCK,,,,,
64,1.43506E+12,ourmove,ROCK,,,,,
65,1.43506E+12,ourmove,SCISSORS,,,,,
66,1.43506E+12,ourmove,PAPER,,,,,
67,1.43506E+12,ourmove,ROCK,,,,,
68,1.43506E+12,ourmove,SCISSORS,,,,,
69,1.43506E+12,ourmove,DYNAMITE,,,,,
70,1.43506E+12,ourmove,PAPER,,,,,
71,1.43506E+12,ourmove,DYNAMITE,,,,,
72,1.43506E+12,ourmove,SCISSORS,,,,,
73,1.43506E+12,ourmove,DYNAMITE,,,,,
74,1.43506E+12,ourmove,SCISSORS,,,,,
75,1.43506E+12,ourmove,PAPER,,,,,
76,1.43506E+12,ourmove,SCISSORS,,,,,
77,1.43506E+12,ourmove,DYNAMITE,,,,,
78,1.43506E+12,ourmove,DYNAMITE,,,,,
79,1.43506E+12,ourmove,PAPER,,,,,
80,1.43506E+12,ourmove,PAPER,,,,,
81,1.43506E+12,ourmove,PAPER,,,,,
82,1.43506E+12,ourmove,DYNAMITE,,,,,
83,1.43506E+12,ourmove,ROCK,,,,,
84,1.43506E+12,ourmove,DYNAMITE,,,,,
85,1.43506E+12,ourmove,SCISSORS,,,,,
86,1.43506E+12,ourmove,PAPER,,,,,
87,1.43506E+12,ourmove,SCISSORS,,,,,
88,1.43506E+12,ourmove,SCISSORS,,,,,
89,1.43506E+12,ourmove,DYNAMITE,,,,,
90,1.43506E+12,ourmove,ROCK,,,,,
91,1.43506E+12,ourmove,DYNAMITE,,,,,
92,1.43506E+12,ourmove,DYNAMITE,,,,,
93,1.43506E+12,ourmove,ROCK,,,,,
94,1.43506E+12,ourmove,DYNAMITE,,,,,
95,1.43506E+12,ourmove,PAPER,,,,,
96,1.43506E+12,ourmove,PAPER,,,,,
97,1.43506E+12,ourmove,DYNAMITE,,,,,
98,1.43506E+12,ourmove,ROCK,,,,,
99,1.43506E+12,ourmove,DYNAMITE,,,,,
100,1.43506E+12,ourmove,PAPER,,,,,
101,1.43506E+12,ourmove,PAPER,,,,,
102,1.43506E+12,ourmove,DYNAMITE,,,,,
103,1.43506E+12,ourmove,DYNAMITE,,,,,
104,1.43506E+12,ourmove,ROCK,,,,,
105,1.43506E+12,ourmove,DYNAMITE,,,,,
106,1.43506E+12,ourmove,SCISSORS,,,,,
107,1.43506E+12,ourmove,DYNAMITE,,,,,
108,1.43506E+12,ourmove,ROCK,,,,,
109,1.43506E+12,ourmove,PAPER,,,,,
110,1.43506E+12,ourmove,DYNAMITE,,,,,
111,1.43506E+12,ourmove,SCISSORS,,,,,
112,1.43506E+12,ourmove,DYNAMITE,,,,,
113,1.43506E+12,ourmove,ROCK,,,,,
114,1.43506E+12,ourmove,DYNAMITE,,,,,
115,1.43506E+12,ourmove,PAPER,,,,,
116,1.43506E+12,ourmove,DYNAMITE,,,,,
117,1.43506E+12,ourmove,ROCK,,,,,
118,1.43506E+12,ourmove,DYNAMITE,,,,,
119,1.43506E+12,ourmove,SCISSORS,,,,,
120,1.43506E+12,ourmove,DYNAMITE,,,,,
121,1.43506E+12,ourmove,SCISSORS,,,,,
122,1.43506E+12,ourmove,DYNAMITE,,,,,
123,1.43506E+12,ourmove,PAPER,,,,,
124,1.43506E+12,ourmove,DYNAMITE,,,,,
125,1.43506E+12,ourmove,PAPER,,,,,
126,1.43506E+12,ourmove,DYNAMITE,,,,,
127,1.43506E+12,ourmove,SCISSORS,,,,,
128,1.43506E+12,ourmove,DYNAMITE,,,,,
129,1.43506E+12,ourmove,PAPER,,,,,
130,1.43506E+12,ourmove,DYNAMITE,,,,,
131,1.43506E+12,ourmove,PAPER,,,,,
132,1.43506E+12,ourmove,DYNAMITE,,,,,
133,1.43506E+12,ourmove,DYNAMITE,,,,,
134,1.43506E+12,ourmove,PAPER,,,,,
135,1.43506E+12,ourmove,SCISSORS,,,,,
136,1.43506E+12,ourmove,DYNAMITE,,,,,
137,1.43506E+12,ourmove,PAPER,,,,,
138,1.43506E+12,ourmove,DYNAMITE,,,,,
139,1.43506E+12,ourmove,ROCK,,,,,
140,1.43506E+12,ourmove,DYNAMITE,,,,,
141,1.43506E+12,ourmove,SCISSORS,,,,,
142,1.43506E+12,ourmove,SCISSORS,,,,,
143,1.43506E+12,ourmove,SCISSORS,,,,,
144,1.43506E+12,ourmove,ROCK,,,,,
145,1.43506E+12,ourmove,DYNAMITE,,,,,
146,1.43506E+12,ourmove,SCISSORS,,,,,
147,1.43506E+12,ourmove,PAPER,,,,,
148,1.43506E+12,ourmove,DYNAMITE,,,,,
149,1.43506E+12,ourmove,ROCK,,,,,
150,1.43506E+12,ourmove,DYNAMITE,,,,,
151,1.43506E+12,ourmove,ROCK,,,,,
152,1.43506E+12,ourmove,PAPER,,,,,
153,1.43506E+12,ourmove,ROCK,,,,,
154,1.43506E+12,ourmove,DYNAMITE,,,,,
155,1.43506E+12,ourmove,ROCK,,,,,
156,1.43506E+12,ourmove,DYNAMITE,,,,,
157,1.43506E+12,ourmove,SCISSORS,,,,,
158,1.43506E+12,ourmove,SCISSORS,,,,,
159,1.43506E+12,ourmove,DYNAMITE,,,,,
160,1.43506E+12,ourmove,PAPER,,,,,
161,1.43506E+12,ourmove,ROCK,,,,,
162,1.43506E+12,ourmove,ROCK,,,,,
163,1.43506E+12,ourmove,DYNAMITE,,,,,
164,1.43506E+12,ourmove,DYNAMITE,,,,,
165,1.43506E+12,ourmove,ROCK,,,,,
166,1.43506E+12,ourmove,DYNAMITE,,,,,
167,1.43506E+12,ourmove,PAPER,,,,,
168,1.43506E+12,ourmove,PAPER,,,,,
169,1.43506E+12,ourmove,DYNAMITE,,,,,
170,1.43506E+12,ourmove,ROCK,,,,,
171,1.43506E+12,ourmove,DYNAMITE,,,,,
172,1.43506E+12,ourmove,SCISSORS,,,,,
173,1.43506E+12,ourmove,DYNAMITE,,,,,
174,1.43506E+12,ourmove,SCISSORS,,,,,
175,1.43506E+12,ourmove,SCISSORS,,,,,
176,1.43506E+12,ourmove,SCISSORS,,,,,
177,1.43506E+12,ourmove,ROCK,,,,,
178,1.43506E+12,ourmove,SCISSORS,,,,,
179,1.43506E+12,ourmove,ROCK,,,,,
180,1.43506E+12,ourmove,ROCK,,,,,
181,1.43506E+12,ourmove,DYNAMITE,,,,,
182,1.43506E+12,ourmove,PAPER,,,,,
183,1.43506E+12,ourmove,DYNAMITE,,,,,
184,1.43506E+12,ourmove,DYNAMITE,,,,,
185,1.43506E+12,ourmove,SCISSORS,,,,,
186,1.43506E+12,ourmove,ROCK,,,,,
187,1.43506E+12,ourmove,DYNAMITE,,,,,
188,1.43506E+12,ourmove,PAPER,,,,,
189,1.43506E+12,ourmove,PAPER,,,,,
190,1.43506E+12,ourmove,ROCK,,,,,
191,1.43506E+12,ourmove,SCISSORS,,,,,
192,1.43506E+12,ourmove,PAPER,,,,,
193,1.43506E+12,ourmove,SCISSORS,,,,,
194,1.43506E+12,ourmove,ROCK,,,,,
195,1.43506E+12,ourmove,ROCK,,,,,
196,1.43506E+12,ourmove,ROCK,,,,,
197,1.43506E+12,ourmove,ROCK,,,,,
198,1.43506E+12,ourmove,ROCK,,,,,
199,1.43506E+12,ourmove,DYNAMITE,,,,,
200,1.43506E+12,ourmove,ROCK,,,,,
201,1.43506E+12,ourmove,ROCK,,,,,
202,1.43506E+12,ourmove,DYNAMITE,,,,,
203,1.43506E+12,ourmove,SCISSORS,,,,,
204,1.43506E+12,ourmove,DYNAMITE,,,,,
205,1.43506E+12,ourmove,PAPER,,,,,
206,1.43506E+12,ourmove,DYNAMITE,,,,,
207,1.43506E+12,ourmove,ROCK,,,,,
208,1.43506E+12,ourmove,DYNAMITE,,,,,
209,1.43506E+12,ourmove,PAPER,,,,,
210,1.43506E+12,ourmove,DYNAMITE,,,,,
211,1.43506E+12,ourmove,PAPER,,,,,
212,1.43506E+12,ourmove,DYNAMITE,,,,,
213,1.43506E+12,ourmove,SCISSORS,,,,,
214,1.43506E+12,ourmove,PAPER,,,,,
215,1.43506E+12,ourmove,ROCK,,,,,
216,1.43506E+12,ourmove,DYNAMITE,,,,,
217,1.43506E+12,ourmove,SCISSORS,,,,,
218,1.43506E+12,ourmove,SCISSORS,,,,,
219,1.43506E+12,ourmove,DYNAMITE,,,,,
220,1.43506E+12,ourmove,SCISSORS,,,,,
221,1.43506E+12,ourmove,DYNAMITE,,,,,
222,1.43506E+12,ourmove,DYNAMITE,,,,,
223,1.43506E+12,ourmove,ROCK,,,,,
224,1.43506E+12,ourmove,PAPER,,,,,
225,1.43506E+12,ourmove,ROCK,,,,,
226,1.43506E+12,ourmove,PAPER,,,,,
227,1.43506E+12,ourmove,SCISSORS,,,,,
228,1.43506E+12,ourmove,SCISSORS,,,,,
229,1.43506E+12,ourmove,DYNAMITE,,,,,
230,1.43506E+12,ourmove,SCISSORS,,,,,
231,1.43506E+12,ourmove,DYNAMITE,,,,,
232,1.43506E+12,ourmove,PAPER,,,,,
233,1.43506E+12,ourmove,DYNAMITE,,,,,
234,1.43506E+12,ourmove,ROCK,,,,,
235,1.43506E+12,ourmove,ROCK,,,,,
236,1.43506E+12,ourmove,ROCK,,,,,
237,1.43506E+12,ourmove,DYNAMITE,,,,,
238,1.43506E+12,ourmove,PAPER,,,,,
239,1.43506E+12,ourmove,DYNAMITE,,,,,
240,1.43506E+12,ourmove,SCISSORS,,,,,
241,1.43506E+12,ourmove,SCISSORS,,,,,
242,1.43506E+12,ourmove,ROCK,,,,,
243,1.43506E+12,ourmove,DYNAMITE,,,,,
244,1.43506E+12,ourmove,DYNAMITE,,,,,
245,1.43506E+12,ourmove,DYNAMITE,,,,,
246,1.43506E+12,ourmove,PAPER,,,,,
247,1.43506E+12,ourmove,SCISSORS,,,,,
248,1.43506E+12,ourmove,ROCK,,,,,
249,1.43506E+12,ourmove,ROCK,,,,,
250,1.43506E+12,ourmove,ROCK,,,,,
251,1.43506E+12,ourmove,DYNAMITE,,,,,
252,1.43506E+12,ourmove,DYNAMITE,,,,,
253,1.43506E+12,ourmove,ROCK,,,,,
254,1.43506E+12,ourmove,DYNAMITE,,,,,
255,1.43506E+12,ourmove,ROCK,,,,,
256,1.43506E+12,ourmove,DYNAMITE,,,,,
257,1.43506E+12,ourmove,ROCK,,,,,
258,1.43506E+12,ourmove,PAPER,,,,,
259,1.43506E+12,ourmove,PAPER,,,,,
260,1.43506E+12,ourmove,DYNAMITE,,,,,
261,1.43506E+12,ourmove,DYNAMITE,,,,,
262,1.43506E+12,ourmove,DYNAMITE,,,,,
263,1.43506E+12,ourmove,DYNAMITE,,,,,
264,1.43506E+12,ourmove,SCISSORS,,,,,
265,1.43506E+12,ourmove,DYNAMITE,,,,,
266,1.43506E+12,ourmove,SCISSORS,,,,,
267,1.43506E+12,ourmove,PAPER,,,,,
268,1.43506E+12,ourmove,SCISSORS,,,,,
269,1.43506E+12,ourmove,SCISSORS,,,,,
270,1.43506E+12,ourmove,DYNAMITE,,,,,
271,1.43506E+12,ourmove,ROCK,,,,,
272,1.43506E+12,ourmove,DYNAMITE,,,,,
273,1.43506E+12,ourmove,SCISSORS,,,,,
274,1.43506E+12,ourmove,DYNAMITE,,,,,
275,1.43506E+12,ourmove,PAPER,,,,,
276,1.43506E+12,ourmove,SCISSORS,,,,,
277,1.43506E+12,ourmove,DYNAMITE,,,,,
278,1.43506E+12,ourmove,ROCK,,,,,
279,1.43506E+12,ourmove,ROCK,,,,,
280,1.43506E+12,ourmove,PAPER,,,,,
281,1.43506E+12,ourmove,SCISSORS,,,,,
282,1.43506E+12,ourmove,DYNAMITE,,,,,
283,1.43506E+12,ourmove,PAPER,,,,,
284,1.43506E+12,ourmove,DYNAMITE,,,,,
285,1.43506E+12,ourmove,PAPER,,,,,
286,1.43506E+12,ourmove,PAPER,,,,,
287,1.43506E+12,ourmove,DYNAMITE,,,,,
288,1.43506E+12,ourmove,PAPER,,,,,
289,1.43506E+12,ourmove,DYNAMITE,,,,,
290,1.43506E+12,ourmove,ROCK,,,,,
291,1.43506E+12,ourmove,PAPER,,,,,
292,1.43506E+12,ourmove,DYNAMITE,,,,,
293,1.43506E+12,ourmove,PAPER,,,,,
294,1.43506E+12,ourmove,DYNAMITE,,,,,
295,1.43506E+12,ourmove,PAPER,,,,,
296,1.43506E+12,ourmove,SCISSORS,,,,,
297,1.43506E+12,ourmove,DYNAMITE,,,,,
298,1.43506E+12,ourmove,PAPER,,,,,
299,1.43506E+12,ourmove,DYNAMITE,,,,,
300,1.43506E+12,ourmove,SCISSORS,,,,,
301,1.43506E+12,ourmove,ROCK,,,,,
302,1.43506E+12,ourmove,SCISSORS,,,,,
303,1.43506E+12,ourmove,DYNAMITE,,,,,
304,1.43506E+12,ourmove,SCISSORS,,,,,
305,1.43506E+12,ourmove,DYNAMITE,,,,,
306,1.43506E+12,ourmove,SCISSORS,,,,,
307,1.43506E+12,ourmove,SCISSORS,,,,,
308,1.43506E+12,ourmove,DYNAMITE,,,,,
309,1.43506E+12,ourmove,DYNAMITE,,,,,
310,1.43506E+12,ourmove,DYNAMITE,,,,,
311,1.43506E+12,ourmove,PAPER,,,,,
312,1.43506E+12,ourmove,SCISSORS,,,,,
313,1.43506E+12,ourmove,DYNAMITE,,,,,
314,1.43506E+12,ourmove,DYNAMITE,,,,,
315,1.43506E+12,ourmove,PAPER,,,,,
316,1.43506E+12,ourmove,PAPER,,,,,
317,1.43506E+12,ourmove,ROCK,,,,,
318,1.43506E+12,ourmove,SCISSORS,,,,,
319,1.43506E+12,ourmove,PAPER,,,,,
320,1.43506E+12,ourmove,DYNAMITE,,,,,
321,1.43506E+12,ourmove,SCISSORS,,,,,
322,1.43506E+12,ourmove,ROCK,,,,,
323,1.43506E+12,ourmove,DYNAMITE,,,,,
324,1.43506E+12,ourmove,PAPER,,,,,
325,1.43506E+12,ourmove,DYNAMITE,,,,,
326,1.43506E+12,ourmove,PAPER,,,,,
327,1.43506E+12,ourmove,ROCK,,,,,
328,1.43506E+12,ourmove,DYNAMITE,,,,,
329,1.43506E+12,ourmove,SCISSORS,,,,,
330,1.43506E+12,ourmove,DYNAMITE,,,,,
331,1.43506E+12,ourmove,ROCK,,,,,
332,1.43506E+12,ourmove,DYNAMITE,,,,,
333,1.43506E+12,ourmove,DYNAMITE,,,,,
334,1.43506E+12,ourmove,ROCK,,,,,
335,1.43506E+12,ourmove,DYNAMITE,,,,,
336,1.43506E+12,ourmove,SCISSORS,,,,,
337,1.43506E+12,ourmove,DYNAMITE,,,,,
338,1.43506E+12,ourmove,ROCK,,,,,
339,1.43506E+12,ourmove,PAPER,,,,,
340,1.43506E+12,ourmove,DYNAMITE,,,,,
341,1.43506E+12,ourmove,DYNAMITE,,,,,
342,1.43506E+12,ourmove,SCISSORS,,,,,
343,1.43506E+12,ourmove,DYNAMITE,,,,,
344,1.43506E+12,ourmove,SCISSORS,,,,,
345,1.43506E+12,ourmove,SCISSORS,,,,,
346,1.43506E+12,ourmove,DYNAMITE,,,,,
347,1.43506E+12,ourmove,DYNAMITE,,,,,
348,1.43506E+12,ourmove,PAPER,,,,,
349,1.43506E+12,ourmove,DYNAMITE,,,,,
350,1.43506E+12,ourmove,PAPER,,,,,
351,1.43506E+12,ourmove,ROCK,,,,,
352,1.43506E+12,ourmove,ROCK,,,,,
353,1.43506E+12,ourmove,DYNAMITE,,,,,
354,1.43506E+12,ourmove,PAPER,,,,,
355,1.43506E+12,ourmove,DYNAMITE,,,,,
356,1.43506E+12,ourmove,ROCK,,,,,
357,1.43506E+12,ourmove,PAPER,,,,,
358,1.43506E+12,ourmove,SCISSORS,,,,,
359,1.43506E+12,ourmove,SCISSORS,,,,,
360,1.43506E+12,ourmove,ROCK,,,,,
361,1.43506E+12,ourmove,DYNAMITE,,,,,
362,1.43506E+12,ourmove,ROCK,,,,,
363,1.43506E+12,ourmove,DYNAMITE,,,,,
364,1.43506E+12,ourmove,ROCK,,,,,
365,1.43506E+12,ourmove,DYNAMITE,,,,,
366,1.43506E+12,ourmove,ROCK,,,,,
367,1.43506E+12,ourmove,PAPER,,,,,
368,1.43506E+12,ourmove,SCISSORS,,,,,
369,1.43506E+12,ourmove,SCISSORS,,,,,
370,1.43506E+12,ourmove,DYNAMITE,,,,,
371,1.43506E+12,ourmove,PAPER,,,,,
372,1.43506E+12,ourmove,PAPER,,,,,
373,1.43506E+12,ourmove,DYNAMITE,,,,,
374,1.43506E+12,ourmove,DYNAMITE,,,,,
375,1.43506E+12,ourmove,PAPER,,,,,
376,1.43506E+12,ourmove,DYNAMITE,,,,,
377,1.43506E+12,ourmove,PAPER,,,,,
378,1.43506E+12,ourmove,ROCK,,,,,
379,1.43506E+12,ourmove,PAPER,,,,,
380,1.43506E+12,ourmove,ROCK,,,,,
381,1.43506E+12,ourmove,DYNAMITE,,,,,
382,1.43506E+12,ourmove,ROCK,,,,,
383,1.43506E+12,ourmove,SCISSORS,,,,,
384,1.43506E+12,ourmove,DYNAMITE,,,,,
385,1.43506E+12,ourmove,ROCK,,,,,
386,1.43506E+12,ourmove,DYNAMITE,,,,,
387,1.43506E+12,ourmove,SCISSORS,,,,,
388,1.43506E+12,ourmove,DYNAMITE,,,,,
389,1.43506E+12,ourmove,PAPER,,,,,
390,1.43506E+12,ourmove,ROCK,,,,,
391,1.43506E+12,ourmove,DYNAMITE,,,,,
392,1.43506E+12,ourmove,DYNAMITE,,,,,
393,1.43506E+12,ourmove,PAPER,,,,,
394,1.43506E+12,ourmove,DYNAMITE,,,,,
395,1.43506E+12,ourmove,SCISSORS,,,,,
396,1.43506E+12,ourmove,DYNAMITE,,,,,
397,1.43506E+12,ourmove,SCISSORS,,,,,
398,1.43506E+12,ourmove,SCISSORS,,,,,
399,1.43506E+12,ourmove,PAPER,,,,,
400,1.43506E+12,ourmove,DYNAMITE,,,,,
401,1.43506E+12,ourmove,SCISSORS,,,,,
402,1.43506E+12,ourmove,DYNAMITE,,,,,
403,1.43506E+12,ourmove,DYNAMITE,,,,,
404,1.43506E+12,ourmove,ROCK,,,,,
405,1.43506E+12,ourmove,DYNAMITE,,,,,
406,1.43506E+12,ourmove,SCISSORS,,,,,
407,1.43506E+12,ourmove,ROCK,,,,,
408,1.43506E+12,ourmove,SCISSORS,,,,,
409,1.43506E+12,ourmove,SCISSORS,,,,,
410,1.43506E+12,ourmove,DYNAMITE,,,,,
411,1.43506E+12,ourmove,SCISSORS,,,,,
412,1.43506E+12,ourmove,ROCK,,,,,
413,1.43506E+12,ourmove,DYNAMITE,,,,,
414,1.43506E+12,ourmove,ROCK,,,,,
415,1.43506E+12,ourmove,DYNAMITE,,,,,
416,1.43506E+12,ourmove,PAPER,,,,,
417,1.43506E+12,ourmove,SCISSORS,,,,,
418,1.43506E+12,ourmove,ROCK,,,,,
419,1.43506E+12,ourmove,PAPER,,,,,
420,1.43506E+12,ourmove,SCISSORS,,,,,
421,1.43506E+12,ourmove,PAPER,,,,,
422,1.43506E+12,ourmove,PAPER,,,,,
423,1.43506E+12,ourmove,SCISSORS,,,,,
424,1.43506E+12,ourmove,DYNAMITE,,,,,
425,1.43506E+12,ourmove,DYNAMITE,,,,,
426,1.43506E+12,ourmove,PAPER,,,,,
427,1.43506E+12,ourmove,DYNAMITE,,,,,
428,1.43506E+12,ourmove,DYNAMITE,,,,,
429,1.43506E+12,ourmove,DYNAMITE,,,,,
430,1.43506E+12,ourmove,PAPER,,,,,
431,1.43506E+12,ourmove,ROCK,,,,,
432,1.43506E+12,ourmove,ROCK,,,,,
433,1.43506E+12,ourmove,ROCK,,,,,
434,1.43506E+12,ourmove,ROCK,,,,,
435,1.43506E+12,ourmove,SCISSORS,,,,,
436,1.43506E+12,ourmove,DYNAMITE,,,,,
437,1.43506E+12,ourmove,PAPER,,,,,
438,1.43506E+12,ourmove,DYNAMITE,,,,,
439,1.43506E+12,ourmove,DYNAMITE,,,,,
440,1.43506E+12,ourmove,DYNAMITE,,,,,
441,1.43506E+12,ourmove,SCISSORS,,,,,
442,1.43506E+12,ourmove,SCISSORS,,,,,
443,1.43506E+12,ourmove,PAPER,,,,,
444,1.43506E+12,ourmove,PAPER,,,,,
445,1.43506E+12,ourmove,SCISSORS,,,,,
446,1.43506E+12,ourmove,ROCK,,,,,
447,1.43506E+12,ourmove,DYNAMITE,,,,,
448,1.43506E+12,ourmove,SCISSORS,,,,,
449,1.43506E+12,ourmove,PAPER,,,,,
450,1.43506E+12,ourmove,DYNAMITE,,,,,
451,1.43506E+12,ourmove,ROCK,,,,,
452,1.43506E+12,ourmove,SCISSORS,,,,,
453,1.43506E+12,ourmove,PAPER,,,,,
454,1.43506E+12,ourmove,PAPER,,,,,
455,1.43506E+12,ourmove,ROCK,,,,,
456,1.43506E+12,ourmove,DYNAMITE,,,,,
457,1.43506E+12,ourmove,ROCK,,,,,
458,1.43506E+12,ourmove,DYNAMITE,,,,,
459,1.43506E+12,ourmove,PAPER,,,,,
460,1.43506E+12,ourmove,PAPER,,,,,
461,1.43506E+12,ourmove,SCISSORS,,,,,
462,1.43506E+12,ourmove,DYNAMITE,,,,,
463,1.43506E+12,ourmove,DYNAMITE,,,,,
464,1.43506E+12,ourmove,ROCK,,,,,
465,1.43506E+12,ourmove,SCISSORS,,,,,
466,1.43506E+12,ourmove,DYNAMITE,,,,,
467,1.43506E+12,ourmove,SCISSORS,,,,,
468,1.43506E+12,ourmove,DYNAMITE,,,,,
469,1.43506E+12,ourmove,DYNAMITE,,,,,
470,1.43506E+12,ourmove,DYNAMITE,,,,,
471,1.43506E+12,ourmove,ROCK,,,,,
472,1.43506E+12,ourmove,DYNAMITE,,,,,
473,1.43506E+12,ourmove,ROCK,,,,,
474,1.43506E+12,ourmove,DYNAMITE,,,,,
475,1.43506E+12,ourmove,SCISSORS,,,,,
476,1.43506E+12,ourmove,SCISSORS,,,,,
477,1.43506E+12,ourmove,PAPER,,,,,
478,1.43506E+12,ourmove,PAPER,,,,,
479,1.43506E+12,ourmove,PAPER,,,,,
480,1.43506E+12,ourmove,DYNAMITE,,,,,
481,1.43506E+12,ourmove,SCISSORS,,,,,
482,1.43506E+12,ourmove,DYNAMITE,,,,,
483,1.43506E+12,ourmove,SCISSORS,,,,,
484,1.43506E+12,ourmove,SCISSORS,,,,,
485,1.43506E+12,ourmove,PAPER,,,,,
486,1.43506E+12,ourmove,PAPER,,,,,
487,1.43506E+12,ourmove,PAPER,,,,,
488,1.43506E+12,ourmove,PAPER,,,,,
489,1.43506E+12,ourmove,ROCK,,,,,
490,1.43506E+12,ourmove,DYNAMITE,,,,,
491,1.43506E+12,ourmove,SCISSORS,,,,,
492,1.43506E+12,ourmove,SCISSORS,,,,,
493,1.43506E+12,ourmove,PAPER,,,,,
494,1.43506E+12,ourmove,SCISSORS,,,,,
495,1.43506E+12,ourmove,SCISSORS,,,,,
496,1.43506E+12,ourmove,DYNAMITE,,,,,
497,1.43506E+12,ourmove,PAPER,,,,,
498,1.43506E+12,ourmove,SCISSORS,,,,,
499,1.43506E+12,ourmove,DYNAMITE,,,,,
500,1.43506E+12,ourmove,SCISSORS,,,,,
501,1.43506E+12,ourmove,DYNAMITE,,,,,
502,1.43506E+12,ourmove,SCISSORS,,,,,
503,1.43506E+12,ourmove,ROCK,,,,,
504,1.43506E+12,ourmove,DYNAMITE,,,,,
505,1.43506E+12,ourmove,ROCK,,,,,
506,1.43506E+12,ourmove,DYNAMITE,,,,,
507,1.43506E+12,ourmove,SCISSORS,,,,,
508,1.43506E+12,ourmove,SCISSORS,,,,,
509,1.43506E+12,ourmove,SCISSORS,,,,,
510,1.43506E+12,ourmove,DYNAMITE,,,,,
511,1.43506E+12,ourmove,ROCK,,,,,
512,1.43506E+12,ourmove,ROCK,,,,,
513,1.43506E+12,ourmove,ROCK,,,,,
514,1.43506E+12,ourmove,DYNAMITE,,,,,
515,1.43506E+12,ourmove,ROCK,,,,,
516,1.43506E+12,ourmove,ROCK,,,,,
517,1.43506E+12,ourmove,DYNAMITE,,,,,
518,1.43506E+12,ourmove,SCISSORS,,,,,
519,1.43506E+12,ourmove,DYNAMITE,,,,,
520,1.43506E+12,ourmove,DYNAMITE,,,,,
521,1.43506E+12,ourmove,DYNAMITE,,,,,
522,1.43506E+12,ourmove,SCISSORS,,,,,
523,1.43506E+12,ourmove,PAPER,,,,,
524,1.43506E+12,ourmove,PAPER,,,,,
525,1.43506E+12,ourmove,DYNAMITE,,,,,
526,1.43506E+12,ourmove,DYNAMITE,,,,,
527,1.43506E+12,ourmove,SCISSORS,,,,,
528,1.43506E+12,ourmove,DYNAMITE,,,,,
529,1.43506E+12,ourmove,PAPER,,,,,
530,1.43506E+12,ourmove,DYNAMITE,,,,,
531,1.43506E+12,ourmove,PAPER,,,,,
532,1.43506E+12,ourmove,DYNAMITE,,,,,
533,1.43506E+12,ourmove,SCISSORS,,,,,
534,1.43506E+12,ourmove,PAPER,,,,,
535,1.43506E+12,ourmove,SCISSORS,,,,,
536,1.43506E+12,ourmove,DYNAMITE,,,,,
537,1.43506E+12,ourmove,ROCK,,,,,
538,1.43506E+12,ourmove,ROCK,,,,,
539,1.43506E+12,ourmove,DYNAMITE,,,,,
540,1.43506E+12,ourmove,ROCK,,,,,
541,1.43506E+12,ourmove,SCISSORS,,,,,
542,1.43506E+12,ourmove,DYNAMITE,,,,,
543,1.43506E+12,ourmove,DYNAMITE,,,,,
544,1.43506E+12,ourmove,DYNAMITE,,,,,
545,1.43506E+12,ourmove,ROCK,,,,,
546,1.43506E+12,ourmove,PAPER,,,,,
547,1.43506E+12,ourmove,DYNAMITE,,,,,
548,1.43506E+12,ourmove,PAPER,,,,,
549,1.43506E+12,ourmove,PAPER,,,,,
550,1.43506E+12,ourmove,ROCK,,,,,
551,1.43506E+12,ourmove,DYNAMITE,,,,,
552,1.43506E+12,ourmove,ROCK,,,,,
553,1.43506E+12,ourmove,SCISSORS,,,,,
554,1.43506E+12,ourmove,DYNAMITE,,,,,
555,1.43506E+12,ourmove,DYNAMITE,,,,,
556,1.43506E+12,ourmove,PAPER,,,,,
557,1.43506E+12,ourmove,PAPER,,,,,
558,1.43506E+12,ourmove,SCISSORS,,,,,
559,1.43506E+12,ourmove,PAPER,,,,,
560,1.43506E+12,ourmove,DYNAMITE,,,,,
561,1.43506E+12,ourmove,ROCK,,,,,
562,1.43506E+12,ourmove,PAPER,,,,,
563,1.43506E+12,ourmove,PAPER,,,,,
564,1.43506E+12,ourmove,ROCK,,,,,
565,1.43506E+12,ourmove,DYNAMITE,,,,,
566,1.43506E+12,ourmove,ROCK,,,,,
567,1.43506E+12,ourmove,DYNAMITE,,,,,
568,1.43506E+12,ourmove,PAPER,,,,,
569,1.43506E+12,ourmove,PAPER,,,,,
